"","회사명","면접질문"
"1349","한솔제지(주)","인턴경험"
"1350","한솔제지(주)","1분 자기소개"
"1351","한솔제지(주)","회사지원동기"
"1352","(주)녹십자","전공에 관한 설명"
"1353","(주)녹십자","영어 자기소개"
"1354","(주)녹십자","직무에 대한 이해"
"1355","(주)녹십자","상사와 부딪혔을때 대처"
"1356","(주)녹십자","어떠한 마케팅 활동을 했었는지"
"1357","(주)녹십자","왜 면접자를 뽑아야하는니"
"1358","(주)녹십자","경력사항에 대한 상세한 질문 (다양한 경험을 한것으로 혼자한것인지, 함께한것인지/ 혼자했다면 힘들지않았는지 등도 물어보셨습니다.)"
"1359","(주)녹십자","다른부서와의 갈등을 어떻게 해결할것인지"
"1360","(주)녹십자","자기소개에서 나를 표현했던 단어를 왜 사용한것인지"
"1361","(주)녹십자","경험을 얕게 했다면 문서로만 익혔다고 봐도 되는지"
"1362","(주)녹십자","회사의 제품에 대해 아는점"
"1363","(주)녹십자","인턴을 하였는데 그때의 에피소드"
"1364","(주)녹십자","인턴의 업무루틴이 뭐였는지"
"1365","(주)녹십자","제조용수 샘플링시에 가장 중요하다고 생각하는점을 말해주세요"
"1366","(주)녹십자","학교에서의 실험이 뭐뭐해봤는지"
"1367","(주)녹십자","validation/qualification 이 무엇인지"
"1368","(주)녹십자","입사하게 된다면 가장 기대되는 점"
"1369","(주)녹십자","취미가 무엇인지"
"1370","(주)녹십자","그룹내에서 리드하는 편 or 소속되어있는 편"
"1371","(주)녹십자","인생에서 기억에 남는 순간"
"1372","(주)녹십자","1분 자기소개"
"1373","(주)녹십자","대학교 졸업 후 임상병리사로 취업하지않고 대학원에 간 이유"
"1374","(주)녹십자","게재 논문들이 주로 어떤 내용이었는지(꼬리질문)"
"1375","(주)녹십자","꼬리질문(1)주로 항생제 내성 유전자를 연구했는지?"
"1376","(주)녹십자","꼬리질문(2)석사 때 마이크로바이옴 연구했는지?"
"1377","(주)녹십자","NGS 해봤는지"
"1378","(주)녹십자","마지막으로 회사에 궁금하거나 하고싶은 말"
"1379","(주)녹십자","학부연구생으로 지내며 어떤 실험을 해보았는가?"
"1380","(주)녹십자","자신의 단점에 대해 얘기해주세요."
"1381","(주)녹십자","왜 제약회사에서 근무하고 싶으신지"
"1382","(주)녹십자","발현량이 적은 단백질을 어떻게 높일것인지"
"1383","(주)녹십자","기존의 방식에서 개선하면 좋을 부분은?"
"1384","(주)녹십자","마지막으로 1분 자기 PR 시간 드리겠습니다."
"1385","(주)녹십자","경력 사항에 대한 질문과 어떻게 기여할 수 있을지?"
"1386","(주)녹십자","우리 회사를 선택한 이유"
"1387","(주)녹십자","스트레스 해소 방법"
"1388","(주)녹십자","학술팀 업무 내용을 알고 있는기?"
"1389","(주)녹십자","영어 논문 읽고 이해하는 것에 능숙한가?"
"1390","(주)녹십자","신입사원으로써 잘 적응할수있는가?"
"1391","(주)녹십자","마케팅에 관심을 가지게 된 계기?"
"1392","(주)녹십자","입사하게 된다면 어느 직급까지 올라가고 싶은가?"
"1393","(주)녹십자","집이 멀리 있는데 어떻게 출근할 계획인지?"
"1394","(주)녹십자","우리 회사가 어떤 회사인지 아는가?"
"1395","(주)녹십자","입사후 영어가 많이 필요한데 영어 회화 실력이 어느정도인가?"
"1396","(주)녹십자","지원직무에 대해서 가장 중요하다고 생각하는 점은?"
"1397","(주)녹십자","우리회사에 대한 제품이름을 아는가?"
"1398","(주)녹십자","이직하는 사유는?"
"1399","(주)녹십자","거주지, 이력서 사항"
"1400","(주)녹십자","3분 스피치 (주제 면접관 자유 재량)"
"1401","(주)녹십자","인사총무의 업무 형태"
"1402","메트라이프생명보험(주)","각 경력회사에서 담당했던 직무는?"
"1403","메트라이프생명보험(주)","당신은 보험이 필요하다고 생각하십니까?"
"1404","메트라이프생명보험(주)","자신이 어려웠던 일을 극복했던 경험이 있나요?"
"1405","도이치모터스(주)","리세셥에 지원하게 된 이유"
"1406","도이치모터스(주)","어떤 업무를 하는지에 대해"
"1407","도이치모터스(주)","후배와 싸우면 어떻게 해결하는지"
"1408","도이치모터스(주)","스트레스를 어떻게 해소하는지"
"1409","(주)삼표","이전 직장에서 주로 담당했던 직무는?"
"1410","(주)삼표","Fly-ash 이송시스템에 들어가는 설비를 루츠브로워 부터 끝까지 대보기"
"1411","(주)삼표","Fly-ash 이송시스템 설치 공사 과정중 가장 어려웠던 경험은?"
"1412","(주)삼표","그 이외의 프로젝트 공사 진행중 어려웠던 경험은? 어떻게 해결해 나갔는지?"
"1413","(주)삼표","레미콘 구성요소?"
"1414","(주)삼표","MS 오피스 프로그램 활용능력"
"1415","(주)삼표","업무가 단순하고 반복적인데 괜찮은지"
"1416","(주)삼표","관리직무에 입사하여서 무엇을 할 수 있는지"
"1417","(주)삼표","회사에대해 아는 것이 무엇인지"
"1418","(주)삼표","지방에 근무하여도 가능한지"
"1419","유진기업(주)","자기소개"
"1420","유진기업(주)","회사를 선택한이유"
"1421","유진기업(주)","실무에 관한 질문"
"1422","고려제강(주)","대학교에서 어떤 생활을 했는지?"
"1423","고려제강(주)","우리회사는 어떤 회사인지?"
"1424","고려제강(주)","가지고 있는 자격증 및 자신의 강점"
"1425","(주)현대리바트","기업에 입사하여 자신의 강점을 발휘 할 수 있는 부분은?"
"1426","(주)현대리바트","매장 방문 경험"
"1427","(주)현대리바트","회사를 선택한 이유"
"1428","(주)현대리바트","주말에 일하셨던 경험이 있으시네요?"
"1429","(주)현대리바트","우리회사 광고모델로 적합한 사람은 누구인가?"
"1430","(주)현대리바트","회사의 강점이 무엇이라고 생각하시나요?"
"1431","(주)현대리바트","지원하게 된 동기는?"
"1432","(주)현대리바트","직무에 있어서 필요한 것이 무엇인가?"
"1433","(주)현대리바트","입사 후 포부는?"
"1434","(주)농협사료","조합과의 관계 형성을 어떻게 할것인가"
"1435","(주)농협사료","농협사료에 대해 아는것을 말하라"
"1436","(주)농협사료","영업에서 가장 중요한것은 무었인가"
"1437","푸르덴셜생명보험","왜 남들 다 하기 싫어하는 보험업을 선택했느냐?"
"1438","푸르덴셜생명보험","인생에서 모든 것을 포기하더라도 꼭 이루고자 하는 간절한 소원이 있느냐?"
"1439","푸르덴셜생명보험","이루지 않으면 안될 인생의 목표가 있느냐?"
"1440","(주)대웅","연구내용에 대한 상세한 질문"
"1441","(주)대웅","회사의 어떤 파트에 기여할 수 있는가"
"1442","(주)대웅","영어회화 어느정도 가능한가?"
"1443","(주)대웅","교육기획 쪽으로 지원한 이유는요?"
"1444","(주)대웅","저희 기업에 대해 아시는 점은요?"
"1445","(주)대웅","경력에 대해 설명해주세요"
"1446","(주)선진","정비가 왜 하고싶은가?"
"1447","(주)선진","무엇을 준비하였나?"
"1448","(주)선진","왜 이브랜드를 선택했나?"
"1449","(주)동원홈푸드","경력 사항에 대한 질문"
"1450","(주)동원홈푸드","지원이유 질문"
"1451","(주)동원홈푸드","각오"
"1452","(주)동원홈푸드","식품회사에 경험이 있는지"
"1453","(주)동원홈푸드","생산직 경험있는지"
"1454","(주)동원홈푸드","보건증있는지"
"1455","(주)동원홈푸드","자기소개(자유롭게)"
"1456","(주)동원홈푸드","영양사와 조리사간의 갈등 해결방안(선착순 질문)"
"1457","(주)동원홈푸드","식단가 낮은곳 높은곳 선택하고 그 이유 (공통질문)"
"1458","(주)동원홈푸드","경력사항"
"1459","(주)동원홈푸드","이직사유"
"1460","(주)동원홈푸드","지원동기"
"1461","(주)동원홈푸드","자신이 생각하는 생산관리란?"
"1462","(주)동원홈푸드","자신이 생각하는 생산관리의 가장 큰 문제점은?"
"1463","(주)동원홈푸드","생산성이란?"
"1464","(주)팜스코","첨부된 논문에 대한 상세 질문"
"1465","(주)팜스코","입사하여 개발하고 싶은 제품"
"1466","(주)팜스코","부전공 선택이유"
"1467","(주)대명화학","자기소개"
"1468","(주)대명화학","자기소개를 바탕으로 직무경험 및 인성부분에 대한 물음"
"1469","(주)대명화학","회사가 외관상 지주회사이지만 자회사 대비 처우가 조금 불편하다면 감내가능한지?"
"1470","(주)대명화학","팀이 분화가 잘 되어있는게 바람직한지 유기적인 것이 바람직한지에 대한 본인의 생각?"
"1471","(주)대명화학","회사가 시내와 분리되어 주변에 편의시설 등이 없는데 괜찮은지?"
"1472","한국콜마(주)","왜 이 직무인가"
"1473","한국콜마(주)","나의 강점 일화소개"
"1474","한국콜마(주)","전공에서 배운 것 중 직무관련 내용"
"1475","한국콜마(주)","본인이 제일 잘하는 것"
"1476","한국콜마(주)","회사 인재상"
"1477","한국콜마(주)","출퇴근 방식"
"1478","한국콜마(주)","영 칼로리의 정의란 무엇인가"
"1479","한국콜마(주)","미래에 각광받을 건강 기능성 식품은 무엇인가"
"1480","한국콜마(주)","가장 감명 깊게 읽은 책은 무엇인가."
"1481","한국콜마(주)","자기소개 1분안으로 해보시오"
"1482","한국콜마(주)","회사소개 간단하게 해보시오"
"1483","한국콜마(주)","자신의 장점은?"
"1484","(주)이수화학","자기소개 및 지원동기"
"1485","(주)이수화학","알고 있는 회사 공정에 대한 설명 (ex. 어떤 촉매 사용하는지 아는가?)"
"1486","(주)이수화학","리더로서 어떤 자질이 가장 중요한지?"
"1487","(주)엠씨넥스","경력사항에 대한 상세한 소개"
"1488","(주)엠씨넥스","지원 동기"
"1489","(주)엠씨넥스","전 직장 연봉, 복지사항"
"1490","(주)엠씨넥스","해당 경력 사항은?"
"1491","(주)엠씨넥스","우리 회사 들어오면 고객 대응이 힘들텐데?"
"1492","(주)엠씨넥스","언제부터 다닐 수 있나요?"
"1493","(주)엠씨넥스","우리회사에 대해서 아는것은?"
"1494","(주)엠씨넥스","왜 이 직무를 택했는가?"
"1495","(주)엠씨넥스","회사지원동기?"
"1496","한전KPS","도전했던 경험"
"1497","한전KPS","우리회사가 고객을 상대로 서비스 지원을 하는데 고객을 만족시킨 경험이 있는지"
"1498","한전KPS","마지막 할 말"
"1499","한전KPS","싫어하는 사람과 일해본 경험"
"1500","한전KPS","조직을 위해 본인이 노력해서 성과를 낸 경험"
"1501","한전KPS","주도적으로 문제를 해결하기위해 노력한 경험"
"1502","한전KPS","자기소개"
"1503","한전KPS","대부분 자소서 기반 질문"
"1504","한전KPS","자소사 기반 질문"
"1505","한전KPS(주)","도전했던 경험"
"1506","한전KPS(주)","우리회사가 고객을 상대로 서비스 지원을 하는데 고객을 만족시킨 경험이 있는지"
"1507","한전KPS(주)","마지막 할 말"
"1508","한전KPS(주)","싫어하는 사람과 일해본 경험"
"1509","한전KPS(주)","조직을 위해 본인이 노력해서 성과를 낸 경험"
"1510","한전KPS(주)","주도적으로 문제를 해결하기위해 노력한 경험"
"1511","한전KPS(주)","자기소개"
"1512","한전KPS(주)","대부분 자소서 기반 질문"
"1513","한전KPS(주)","자소사 기반 질문"
"1514","(주)종근당","전공에 대한 설명"
"1515","(주)종근당","지원 직무에 대한 이해"
"1516","(주)종근당","자소서 기반 학력 성격 등 질문"
"1517","(주)종근당","성실한가, 체력이 좋은가"
"1518","(주)종근당","취미, 특기"
"1519","(주)종근당","얼마나 오래 다닐수 있냐 등"
"1520","(주)종근당","전직장에서의 담당업무"
"1521","(주)종근당","본인의 강점"
"1522","(주)종근당","이직 사유 및 우리회사에서 어떤 가치를 창출할 수 있는지"
"1523","(주)종근당","직무중심의 질문"
"1524","(주)종근당","자기소개"
"1525","(주)종근당","지원동기"
"1526","(주)종근당","왜 우리 회사로 이직하고 싶은지?"
"1527","(주)종근당","왜 많은 제약사 중에서도 종근당인지?"
"1528","(주)종근당","본인이 잘 하는 취미를 판매해본다면?"
"1529","(주)동희홀딩스","직무관련 질문"
"1530","(주)동희홀딩스","회사에 대해 알고 있는 것 (조사한 것)"
"1531","(주)동희홀딩스","영어/전공 성적"
"1532","(주)동희홀딩스","희망 연봉"
"1533","(주)동희홀딩스","부모님을 존경하는 이유."
"1534","(주)동희홀딩스","왜 계약직을 선택했냐+추후 정규직을 전환할것이냐"
"1535","(주)동희홀딩스","계약직과 정규직에 차이를 아는가"
"1536","(주)동희홀딩스","취미나 특기가 있는가"
"1537","(주)동희홀딩스","일을 하게된다면 어떤 업무를 하는지 아는가"
"1538","(주)동희홀딩스","부모님께서 고민과 걱정하는게 있다면 무엇인지 알고있는가"
"1539","세방전지(주)","이직 하려는 사유??"
"1540","세방전지(주)","우리 회사에 대해 얼마나 알고 있는가??"
"1541","세방전지(주)","본인이 생각하는 영업이란? 잘할 수 있는 이유는?"
"1542","광동제약(주)","자기소개"
"1543","광동제약(주)","회사에 대해 아는 것 말해봐라"
"1544","광동제약(주)","영업과 마케팅의 차이"
"1545","광동제약(주)","ERP 사용가능, 지원동기, 자기소개"
"1546","광동제약(주)","업계 상위권"
"1547","광동제약(주)","업계 상위권"
"1548","(주)에스에이엠티","직무란 무엇인가"
"1549","(주)에스에이엠티","자신의 장단점"
"1550","(주)에스에이엠티","회사를 선택한 이유"
